stockRef,shape,color,clarity,lab,certiNo,treatment,weight,pricePerCts,discPerc,country,measurements,depthPerc,tablePerc,crownAngle,crownHeight,pavalionAngle,pavalionDepth,girdle,girdleThin,girdlePerc,girdleCondition,culetSize,culetCondition,polish,symmetry,fluorescenceIntensity,fluorescenceColor,fancyColor,fancyIntensity,fancyOvertone,pairStockRef,isMatchedPairSeparable,cutGrade,length,width,height,videoLink,certComment,keyToSymbols,certIssueDate,starLength,webLink,laserInscription,shade,Rap Price,lowerHalf,memberComment,blackcrown,blacktable,eyeclean,whitecrown,whitetable,handa,availability,cashDiscPrice,milky,enhancements,city,origin,cashDiscPerc,blackinclusion,identificationMarks,state,forTradeShow,CertiWebLink,LastCustomer,StoneLocation,CostPerCts,NotForWeb,T2A,Ratio,DeptCode,Stock Status
SBPD17-618A,EM,H,VVS1,GIA,7491970227,,0.58000,1188.00000,-46.00000,HONG KONG,5.65x3.99x2.66,66.50,66.00,0.00,0.00,0.00,0.00,THK,,0.00,Polished,None,None,EX,EX,None,,,,,,,,5.65,3.99,2.66,,,Pinpoint,19/07/2024 12:00:00 AM,0.00,,Y,,2200.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=7491970227,SIM GEMS USA INC,USA,2800.00000,False,,1.416,,M
SBPD17-609A,EM,I,IF,GIA,2506023755,,0.53000,924.00000,-58.00000,HONG KONG,5.43x3.87x2.56,66.20,67.00,0.00,0.00,0.00,0.00,MED to THK,Medium,0.00,Polished,None,None,EX,EX,Faint,,,,,,,,5.43,3.87,2.56,,,Minor Details Of Polish,31/07/2024 12:00:00 AM,0.00,,Y,,2200.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=2506023755,,HONG KONG,2400.00000,False,,1.403,,A
SBPD17-453A,EM,J,VS2,GIA,6501019452,,0.51000,780.00000,-48.00000,HONG KONG,5.42x3.94x2.56,64.90,61.00,0.00,0.00,0.00,0.00,MED to THK,Medium,0.00,Polished,None,None,EX,VG,None,,,,,,,,5.42,3.94,2.56,,,"Feather, Crystal",30/07/2024 12:00:00 AM,0.00,,Y,,1500.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=6501019452,,HONG KONG,2100.00000,False,,1.376,,A
NS45-02B,PSB,F,SI2,GIA,6492982164,,0.50000,1020.00000,-40.00000,HONG KONG,7.27x4.38x2.45,55.90,62.00,0.00,0.00,0.00,0.00,ETK,,0.00,Faceted,None,None,VG,VG,None,,,,,,,,7.27,4.38,2.45,,,Crystal,24/07/2024 12:00:00 AM,0.00,,Y,,1700.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=6492982164,,HONG KONG,2100.00000,False,,1.660,,A
D236MB1-71A,OVB,H,SI1,GIA,6501058881,,0.73000,1260.00000,-40.00000,HONG KONG,7.19x5.14x3.18,61.90,59.00,0.00,0.00,0.00,0.00,MED to THK,Medium,0.00,Faceted,None,None,EX,EX,None,,,,,,,,7.19,5.14,3.18,,,"Cloud, Feather, Crystal",30/07/2024 12:00:00 AM,0.00,,Y,,2100.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=6501058881,,HONG KONG,2200.00000,False,,1.399,,A
D236MB1-54A,OVB,H,VVS2,GIA,6505011311,,0.71000,1680.00000,-44.00000,HONG KONG,7.10x4.98x3.12,62.70,59.00,0.00,0.00,0.00,0.00,MED to VTK,Medium,0.00,Faceted,None,None,EX,EX,None,,,,,,,,7.10,4.98,3.12,,,"Pinpoint, Feather, Cloud",29/07/2024 12:00:00 AM,0.00,,Y,,3000.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=6505011311,,HONG KONG,2800.00000,False,,1.426,,A
B424F5-45B,RAD,G,VVS2,GIA,6501059414,,1.50000,4034.25000,-59.65750,HONG KONG,6.99x6.33x4.13,65.20,69.00,0.00,0.00,0.00,0.00,STK,,0.00,Polished,None,None,EX,EX,Faint,,,,,,,,6.99,6.33,4.13,http://image.simgems.com/images/B424F5-45B,,"Needle, Pinpoint",30/07/2024 12:00:00 AM,0.00,B424F5-45B,Y,None,10000.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT0,EC0,WC1,WT1,NA,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6501059414,,HONG KONG,10900.00000,False,,1.104,,A
B424F5-36A,RD,H,VVS2,GIA,7498992373,,1.56000,3955.85190,-56.52910,HONG KONG,7.36-7.41x4.58,62.00,59.00,36.00,14.50,41.00,43.50,STK,,4.00,Faceted,None,None,EX,EX,Medium,Blue,,,,,,EX,7.41,7.36,4.58,http://image.simgems.com/images/B424F5-36A,Additional clouds are not shown. Additional pinpoints are not shown.,"Cloud, Feather, Pinpoint",25/07/2024 12:00:00 AM,45.00,B424F5-36A,Y,None,9100.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT0,EC0,WC2,WT1,NO,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=7498992373,SIM GEMS USA INC,USA,8800.00000,False,,1.007,,M
B424F5-19A,RD,G,VVS1,GIA,5496992578,,3.12000,15040.52550,-52.25230,HONG KONG,9.29-9.24*5.80,62.60,58.00,36.00,15.50,40.80,43.00,MED to THK,Medium,4.00,Faceted,None,None,EX,EX,Faint,,,,,,,EX,9.29,9.24,5.80,http://image.simgems.com/images/B424F5-19A,,"Pinpoint, Feather",25/07/2024 12:00:00 AM,50.00,B424F5-19A,Y,Very Light Brown,31500.00000,80.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,BC0,BT0,EC0,WC1,WT0,EX,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=5496992578,FRANKY POON,HONG KONG,28000.00000,False,,1.005,,M
B424F5-18B,EM,E,I1,GIA,1505019498,,0.71000,846.00000,-53.00000,HONG KONG,6.10x4.40x2.87,65.20,65.00,0.00,0.00,0.00,0.00,STK,,0.00,Polished,None,None,EX,VG,None,,,,,,,,6.10,4.40,2.87,,,"Cloud, Crystal",30/07/2024 12:00:00 AM,0.00,,Y,,1800.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=1505019498,,HONG KONG,2200.00000,False,,1.386,,A
B424F5-13B,RAD,G,VVS1,GIA,7498982214,,0.57000,1248.00000,-48.00000,HONG KONG,5.56x4.25x2.81,66.20,66.00,0.00,0.00,0.00,0.00,STK to VTK,,0.00,Polished,None,None,EX,EX,None,,,,,,,,5.56,4.25,2.81,,,"Cloud, Pinpoint, Feather",24/07/2024 12:00:00 AM,0.00,,Y,,2400.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=7498982214,,HONG KONG,2600.00000,False,,1.308,,A
B424F5-12B,RAD,G,VVS2,GIA,1497993506,,1.01000,3008.80800,-48.12400,HONG KONG,6.65x5.15x3.47,67.30,66.00,0.00,0.00,0.00,0.00,MED to THK,Medium,0.00,Polished,None,None,EX,EX,None,,,,,,,,6.65,5.15,3.47,http://image.simgems.com/images/B424F5-12B,,Feather,24/07/2024 12:00:00 AM,0.00,B424F5-12B,Y,None,5800.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT0,EC0,WC1,WT0,NA,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=1497993506,,HONG KONG,7500.00000,False,,1.291,,A
B424F5-12A,CB,I,VVS1,GIA,6491992807,,3.51000,8791.20000,-52.48000,HONG KONG,8.98x8.83x5.76,65.20,65.00,0.00,0.00,0.00,0.00,VTK,,0.00,Faceted,None,None,EX,EX,None,,,,,,,,8.98,8.83,5.76,http://image.simgems.com/images/B424F5-12A,,Feather,29/07/2024 12:00:00 AM,0.00,B424F5-12A,Y,,18500.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=6491992807,SIM GEMS USA INC,USA,14200.00000,False,,1.017,,M
B424F5-02B,PSB,G,SI1,GIA,7508058857,,1.02000,2491.94880,-34.42240,HONG KONG,9.16x5.78x3.29,56.90,60.00,0.00,0.00,0.00,0.00,THN to STK,Thin,0.00,Faceted,None,None,EX,EX,None,,,,,,,,9.16,5.78,3.29,http://image.simgems.com/images/B424F5-02B,"Clouds, pinpoints and surface graining are not shown.","Crystal, Needle",30/07/2024 12:00:00 AM,0.00,B424F5-02B,Y,None,3800.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT1,EC1,WC0,WT2,NA,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=7508058857,SIM GEMS USA INC,USA,3600.00000,False,,1.585,,M
B424CZ4-84A,CMB,H,VS1,GIA,6491992452,,1.12000,2059.31880,-55.23220,HONG KONG,5.81x5.65x3.87,68.60,67.00,0.00,0.00,0.00,0.00,ETK,,0.00,Faceted,None,None,EX,EX,None,,,,,,,,5.81,5.65,3.87,http://image.simgems.com/images/B424CZ4-84A,Additional clouds are not shown. Pinpoints are not shown.,"Cloud, Crystal, Needle",24/07/2024 12:00:00 AM,0.00,B424CZ4-84A,Y,None,4600.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT0,EC0,WC0,WT2,NA,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6491992452,SIM GEMS USA INC,USA,5900.00000,False,,1.028,,M
B424CZ4-27A,CMB,D,VS2,GIA,2497992668,,1.50000,3589.12620,-63.74620,HONG KONG,6.40x6.19x4.26,68.80,62.00,0.00,0.00,0.00,0.00,STK,,0.00,Faceted,None,None,EX,EX,Medium,Blue,,,,,,,6.40,6.19,4.26,http://image.simgems.com/images/B424CZ4-27A,Additional pinpoints are not shown. Surface graining is not shown.,"Crystal, Needle, Pinpoint",29/07/2024 12:00:00 AM,0.00,B424CZ4-27A,Y,None,9900.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT1,EC0,WC0,WT2,NA,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=2497992668,PRAGATI EXPORTS,HONG KONG,8100.00000,False,,1.034,,M
B424CZ4-22A,CMB,G,VS1,GIA,5493983542,,1.90000,4362.27660,-53.09380,HONG KONG,7.07x6.85x4.66,68.10,59.00,0.00,0.00,0.00,0.00,VTK,,0.00,Faceted,None,None,EX,EX,Medium,Blue,,,,,,,7.07,6.85,4.66,http://image.simgems.com/images/B424CZ4-22A,,"Crystal, Feather, Pinpoint",25/07/2024 12:00:00 AM,0.00,B424CZ4-22A,Y,None,9300.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT0,EC0,WC1,WT2,NA,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=5493983542,SIM GEMS USA INC,USA,10200.00000,False,,1.032,,M
B424CZ4-207A,SQEM,D,VS1,GIA,7508059264,,0.90000,2080.00000,-60.00000,HONG KONG,5.47x5.41x3.54,65.40,64.00,0.00,0.00,0.00,0.00,STK,,0.00,Polished,None,None,EX,EX,Faint,,,,,,,,5.47,5.41,3.54,http://image.simgems.com/images/B424CZ4-207A,,"Crystal, Pinpoint",30/07/2024 12:00:00 AM,0.00,B424CZ4-207A,Y,,5200.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=7508059264,,HONG KONG,5300.00000,False,,1.011,,A
B424CZ4-146A,CMB,G,VS2,GIA,2494992361,,1.03000,2171.18880,-54.76690,HONG KONG,5.64x5.62x3.83,68.10,64.00,0.00,0.00,0.00,0.00,STK,,0.00,Faceted,None,None,EX,EX,None,,,,,,,,5.64,5.62,3.83,http://image.simgems.com/images/B424CZ4-146A,Pinpoints are not shown.,"Cloud, Crystal, Needle",29/07/2024 12:00:00 AM,0.00,B424CZ4-146A,Y,None,4800.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT0,EC0,WC2,WT0,NA,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=2494992361,,HONG KONG,5900.00000,False,,1.004,,A
B424CZ4-136A,CMB,H,VVS2,GIA,2496967687,,1.03000,2377.96020,-51.47020,HONG KONG,5.80x5.67x3.80,66.90,59.00,0.00,0.00,0.00,0.00,VTK,,0.00,Faceted,None,None,EX,EX,None,,,,,,,,5.80,5.67,3.80,http://image.simgems.com/images/B424CZ4-136A,"Additional clouds, pinpoints and surface graining are not shown.","Cloud, Needle",29/07/2024 12:00:00 AM,0.00,B424CZ4-136A,Y,None,4900.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT0,EC0,WC2,WT0,NA,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=2496967687,SIM GEMS USA INC,USA,7500.00000,False,,1.023,,M
B424CZ4-09B,RAD,F,VS2,GIA,2497982260,,0.91000,1600.00000,-60.00000,HONG KONG,6.42x4.86x3.31,68.00,67.00,0.00,0.00,0.00,0.00,MED to THK,Medium,0.00,Polished,None,None,EX,EX,Strong,Blue,,,,,,,6.42,4.86,3.31,http://image.simgems.com/images/B424CZ4-09B,,Crystal,24/07/2024 12:00:00 AM,0.00,B424CZ4-09B,Y,,4000.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=2497982260,R2NET INC,USA,5700.00000,False,,1.321,,M
B424CZ4-08A,CMB,E,VS2,GIA,7506059542,,2.06000,5940.00000,-60.40000,HONG KONG,7.02x7.00x4.81,68.60,65.00,0.00,0.00,0.00,0.00,VTK,,0.00,Faceted,None,None,EX,EX,Strong,Blue,,,,,,,7.02,7.00,4.81,http://image.simgems.com/images/B424CZ4-08A,Additional clouds are not shown. Pinpoints are not shown.,"Cloud, Crystal, Feather, Needle",30/07/2024 12:00:00 AM,0.00,B424CZ4-08A,Y,None,15000.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC2,BT0,EC0,WC1,WT0,NA,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=7506059542,SIM GEMS USA INC,USA,15500.00000,False,,1.003,,M
B424CZ4-05B,EM,D,VS2,GIA,5496993485,,0.91000,2024.00000,-54.00000,HONG KONG,6.85x4.79x3.05,63.70,64.00,0.00,0.00,0.00,0.00,STK,,0.00,Polished,None,None,EX,EX,Faint,,,,,,,,6.85,4.79,3.05,http://image.simgems.com/images/B424CZ4-05B,,Crystal,29/07/2024 12:00:00 AM,0.00,B424CZ4-05B,Y,,4400.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=5496993485,,HONG KONG,4600.00000,False,,1.430,,A
B238F4-68B,EM,H,VVS2,GIA,1493970411,,0.70000,1350.00000,-55.00000,HONG KONG,6.01x4.33x2.94,67.90,58.00,0.00,0.00,0.00,0.00,STK to VTK,,0.00,Polished,None,None,EX,EX,None,,,,,,,,6.01,4.33,2.94,,,Needle,19/07/2024 12:00:00 AM,0.00,,Y,,3000.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=1493970411,,HONG KONG,3000.00000,False,,1.388,,A
B238F4-67B,EM,G,SI2,GIA,1509011423,,0.50000,832.00000,-48.00000,HONG KONG,5.67x3.78x2.48,65.70,68.00,0.00,0.00,0.00,0.00,STK to VTK,,0.00,Polished,None,None,EX,EX,None,,,,,,,,5.67,3.78,2.48,,,"Feather, Cloud",29/07/2024 12:00:00 AM,0.00,,Y,,1600.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=1509011423,,HONG KONG,1900.00000,False,,1.500,,A
B238F4-50B,RAD,E,VVS1,GIA,2507058868,,0.55000,1064.00000,-62.00000,HONG KONG,5.35x4.37x2.89,66.20,65.00,0.00,0.00,0.00,0.00,MED,Medium,0.00,Polished,None,None,EX,EX,Medium,Blue,,,,,,,5.35,4.37,2.89,,,Feather,30/07/2024 12:00:00 AM,0.00,,Y,,2800.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=2507058868,,HONG KONG,2800.00000,False,,1.224,,A
B238F4-31B,EM,G,VVS2,GIA,1505021493,,0.51000,1035.00000,-55.00000,HONG KONG,5.63x4.02x2.29,57.00,65.00,0.00,0.00,0.00,0.00,THK,,0.00,Polished,None,None,EX,VG,None,,,,,,,,5.63,4.02,2.29,,,"Needle, Cloud, Pinpoint",29/07/2024 12:00:00 AM,0.00,,Y,,2300.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=1505021493,,HONG KONG,2400.00000,False,,1.400,,A
GB22203B,PSM,V L P,VS1,GIA,6234383784,,0.74000,27720.00000,0.00000,HONG KONG,7.43-4.77*3.01,63.20,61.00,0.00,0.00,0.00,0.00,MED to STK,Medium,0.00,Faceted,None,None,VG,VG,None,,Pink,Very Light,,,,,7.43,4.77,3.01,http://image.simgems.com/images/GB22203B,Surface graining is not shown.,"Feather, Extra Facet",17/09/2024 12:00:00 AM,0.00,GB22203B,Y,,0.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=6234383784,,HONG KONG,0.00000,False,,1.558,ENT,A
B238F2-34A,CB,G,VVS1,GIA,1488457048,,1.01000,3844.22940,-37.99630,HONG KONG,7.29x5.71x3.43,60.10,58.00,0.00,0.00,0.00,0.00,THN to STK,Thin,0.00,Faceted,None,None,EX,EX,None,,,,,,,,7.29,5.71,3.43,http://image.simgems.com/images/B238F2-34A,,Feather,25/07/2024 12:00:00 AM,0.00,B238F2-34A,Y,None,6200.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT0,EC0,WC1,WT0,NA,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=1488457048,,HONG KONG,6900.00000,False,,1.277,,A
NS54G,PSB,F,VVS1,GIA,2497935128,,0.50000,1482.00000,-43.00000,HONG KONG,7.38x4.45x2.49,55.90,67.00,0.00,0.00,0.00,0.00,VTK,,0.00,Faceted,None,None,EX,VG,None,,,,,,,,7.38,4.45,2.49,,,Feather,25/07/2024 12:00:00 AM,0.00,,Y,,2600.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=2497935128,Cheang Bak Van Hong,HONG KONG,2800.00000,False,,1.658,,M
JD236MB1-90B,EM,H,IF,GIA,1499897456,,0.54000,1248.00000,-48.00000,HONG KONG,5.70x4.02x2.59,64.40,64.00,0.00,0.00,0.00,0.00,STK,,0.00,Polished,None,None,EX,EX,None,,,,,,,,5.70,4.02,2.59,,,Minor Details Of Polish,08/08/2024 12:00:00 AM,0.00,,Y,,2400.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=1499897456,SIM GEMS USA INC,USA,2800.00000,False,,1.418,,M
JD236MB1-90A,EM,H,VVS1,GIA,7496897266,,0.56000,1144.00000,-48.00000,HONG KONG,5.67x4.09x2.63,64.30,61.00,0.00,0.00,0.00,0.00,THK,,0.00,Polished,None,None,EX,EX,None,,,,,,,,5.67,4.09,2.63,,,Cloud,08/08/2024 12:00:00 AM,0.00,,Y,,2200.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=7496897266,SIM GEMS USA INC,USA,2600.00000,False,,1.386,,M
B424CZ4-179A,RD,F,VS2,GIA,5493818167,,0.70000,1648.35000,-45.05500,HONG KONG,5.67-5.64*3.54,62.70,57.00,36.50,16.00,40.80,43.00,MED to THK,Medium,3.50,Faceted,None,None,EX,EX,None,,,,,,,EX,5.67,5.64,3.54,,,"Cloud, Crystal",04/07/2024 12:00:00 AM,50.00,,Y,,3000.00000,75.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=5493818167,,HONG KONG,3100.00000,False,,1.005,,A
SBR04B,PSM,L P,VVS1,GIA,2239353797,,3.69000,64350.00000,0.00000,HONG KONG,13.74x8.58x4.81,56.10,66.00,0.00,0.00,0.00,0.00,VTK,,0.00,Faceted,None,None,EX,EX,None,,Pink,Light,,,,,13.74,8.58,4.81,http://image.simgems.com/images/SBR04B,Internal graining is not shown.,"Cavity, Chip",14/08/2024 12:00:00 AM,0.00,SBR04B,Y,None,0.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,BC0,BT0,EC0,WC1,WT0,NA,A,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=2239353797,,HONG KONG,0.00000,False,,1.601,,A
KB04,OVB,F,IF,GIA,6452974446,,2.14000,11141.01450,-39.77830,HONG KONG,10.66x7.23x4.31,59.70,61.00,0.00,0.00,0.00,0.00,MED to VTK,Medium,0.00,Faceted,None,None,EX,VG,None,,,,,,,,10.66,7.23,4.31,http://image.simgems.com/images/KB04,Minor details of polish are not shown.,,09/03/2023 12:00:00 AM,0.00,KB04,Y,None,18500.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT0,EC0,WC0,WT0,NA,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6452974446,SIM GEMS USA INC,USA,13735.00000,False,Not Available,1.474,,M
KB07,PSB,D,IF,GIA,2454974301,,2.01000,10659.52800,-50.42080,HONG KONG,12.03x7.16x3.93,54.90,62.00,0.00,0.00,0.00,0.00,STK to VTK,,0.00,Faceted,None,None,EX,EX,None,,,,,,,,12.03,7.16,3.93,http://image.simgems.com/images/KB07,Minor details of polish are not shown.,,18/01/2024 12:00:00 AM,0.00,KB07,Y,None,21500.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,BC0,BT0,EC0,WC0,WT0,NA,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=2454974301,SIM GEMS USA INC,USA,16830.00000,False,TYPE lla,1.680,,M
JD236MB1-49A,HTB,I,IF,GIA,1499847090,,0.70000,1550.00000,-50.00000,HONG KONG,5.30x6.24x3.57,57.20,58.00,0.00,0.00,0.00,0.00,VTK,,0.00,Faceted,None,None,EX,EX,None,,,,,,,,5.30,6.24,3.57,,,Minor Details Of Polish,12/08/2024 12:00:00 AM,0.00,,Y,,3100.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=1499847090,,HONG KONG,4100.00000,False,,0.849,,A
SOM04C,OVB,J,IF,GIA,2506088004,,0.60000,1140.00000,-40.00000,HONG KONG,7.14x4.77x2.62,54.90,62.00,0.00,0.00,0.00,0.00,STK to VTK,,0.00,Faceted,None,None,VG,EX,None,,,,,,,,7.14,4.77,2.62,,,Minor Details Of Polish,12/08/2024 12:00:00 AM,0.00,,Y,,1900.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=2506088004,ZEAL ZEST,HONG KONG,1600.00000,False,,1.497,,M
PTS14V,PSB,D,VVS2,GIA,6505112801,,0.50000,1372.00000,-51.00000,HONG KONG,7.46x4.32x2.57,59.60,61.00,0.00,0.00,0.00,0.00,STK to ETK,Medium,0.00,Faceted,None,None,VG,EX,None,,,,,,,,7.46,4.32,2.57,,,"Internal Graining, Surface Graining",12/08/2024 12:00:00 AM,0.00,,Y,,2800.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=6505112801,,HONG KONG,3200.00000,False,,1.727,,A
UCL414B,PSB,D,IF,GIA,7491832903,,0.72000,2115.00000,-55.00000,HONG KONG,8.41x4.91x2.94,59.80,63.00,0.00,0.00,0.00,0.00,STK to VTK,,0.00,Faceted,None,None,EX,EX,Faint,,,,,,,,8.41,4.91,2.94,,,Minor Details Of Polish,12/08/2024 12:00:00 AM,0.00,,Y,,4700.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=7491832903,,HONG KONG,4800.00000,False,,1.713,,A
SK04Y,EM,D,SI1,GIA,2507075584,,0.30000,760.32000,-52.48000,HONG KONG,4.45-3.25*2.24,68.80,60.00,0.00,0.00,0.00,0.00,VTK,,0.00,Polished,None,None,EX,GD,None,,,,,,,,4.45,3.25,2.24,,,"Crystal, Feather",14/08/2024 12:00:00 AM,0.00,,Y,,1600.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,A,,,,,,,,,,,https://www.gia.edu/report-check?reportno=2507075584,,HONG KONG,1700.00000,False,,1.369,,A
NS55B,EM,F,I1,GIA,6505124032,,3.07000,6227.10000,-15.85000,HONG KONG,10.24x7.00x4.36,62.30,68.00,0.00,0.00,0.00,0.00,MED to THK,Medium,0.00,Polished,None,None,EX,EX,None,,,,,,,,10.24,7.00,4.36,http://image.simgems.com/images/NS55B,"Additional twinning wisps, additional clouds and pinpoints are not shown.","Cloud, Feather, Twinning Wisp, Crystal, Needle",16/08/2024 12:00:00 AM,0.00,NS55B,Y,None,7400.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-2720,BC0,BT0,EC2,WC2,WT2,NA,M,,None,,,,,,,,,https://www.gia.edu/report-check?reportno=6505124032,SIM GEMS USA INC,USA,15500.00000,False,,1.463,,M
JD236MB2-74B,EM,E,VVS2,GIA,1493923937,,0.43000,1100.00000,-50.00000,HONG KONG,5.51x3.70x2.24,60.70,65.00,0.00,0.00,0.00,0.00,STK,,0.00,Polished,None,None,EX,EX,None,,,,,,,,5.51,3.70,2.24,,,"Needle, Pinpoint, Feather",16/08/2024 12:00:00 AM,0.00,,Y,,2200.00000,0.00,USA Landline: +1-212-837-2237 | USA Whatsapp: +1-914-912-0638,,,,,,,M,,,,,,,,,,,https://www.gia.edu/report-check?reportno=1493923937,NS Luxury Jewellery Co. Ltd,HONG KONG,2100.00000,False,,1.489,,M
